,시도,주소,학교명,조사기준일
23885,경북,경상북도 포항시 남구 구룡포읍 용주로7번길30,구룡포초등학교구동분교장,20110401.0
24006,경북,경상북도 김천시 구성면 양각길139-12,구성초등학교양각분교장,20110401.0
24109,경북,경상북도 구미시 산동면 임봉길51-8 번지,임봉초등학교,20110401.0
24188,경북,경상북도 상주시 청리면 덕산1길16-5번지,청동초등학교,20110401.0
24267,경북,경상북도 의성군 사곡면 의성사곡로965,사곡초등학교,20110401.0
24305,경북,경상북도 영덕군 축산면영축로 963,영해초등학교축산분교장,20110401.0
24337,경북,경북 고령군 쌍림면 안림천길19-6,안림초등학교,20110401.0
24400,경북,경상북도 봉화군 석포면 청옥로1893,석포초등학교대현분교장,20110401.0
24593,경남,경상남도 통영시 사량면 돈지리223-1,사량초등학교내지분교장,20110401.0
24815,경남,경상남도 양산시 동면 사송리874-1,동면초등학교,20110401.0
24877,경남,경상남도 남해군 설천면 덕신리1259-3,설천초등학교덕신분교장,20110401.0
26789,울산,울산 울주군 두동면 봉계리1030-3번지,봉월초등학교,20120401.0
27671,경기,경기도 여주군 점동면 성주로584,점동초등학교뇌곡분교장,20120401.0
28261,강원,강원도 삼척시 가곡면 청옥로4531,오저초등학교풍곡분교장,20120401.0
28284,강원,강원도 홍천군 서면 개야마을길73,모곡초등학교강야분교장,20120401.0
28299,강원,강원도 홍천군 내면 여차동길20,율전초등학교방내분교장,20120401.0
28313,강원,횡성군 공근면 초학로15번지,공근초등학교광덕분교장,20120401.0
28352,강원,강원 평창군 진부면 간평리103-2,진부초등학교월정분교장,20120401.0
28354,강원,강원도 평창군 방림면 계촌리520,계촌초등학교대미분교장,20120401.0
28396,강원,강원도 철원군 갈말읍 강포2길18,강포초등학교,20120401.0
28436,강원,강원도 양구군 동면 팔랑1리1289-3,임당초등학교팔랑분교장,20120401.0
28628,충북,충청북도 청원군 부용면 외천리294,외천초등학교,20120401.0
28659,충북,충청북도 옥천군 이원면 지탄1길76,이원초등학교지탄분교장,20120401.0
28736,충북,충청북도 음성군 음성읍 삼생리94,남신초등학교덕생분교장,20120401.0
28847,충남,충청남도 공주시 계룡면 갑사로 307(중장리 422-1번지),중장초등학교,20120401.0
28936,충남,충청남도 서산시 해미면 반양리395,반양초등학교,20120401.0
29033,충남,충청남도 논산시 노성면 호월로113번길 6(호암리312),호암초등학교,20120401.0
29081,충남,충청남도 청양군 대치면 청산로690-13(시전리 276번지),대치초등학교,20120401.0
29303,전북,전라북도 군산시 옥서면 신오산길188,선연초등학교,20120401.0
29420,전북,전라북도 정읍시 정우면정우길 149,회룡초등학교,20120401.0
29664,전남,전라남도 여수시 관문동1길 39,여수자산초등학교,20120401.0
29679,전남,전라남도 여수시 중흥동592,중흥초등학교,20120401.0
29723,전남,전라남도 여수시 화정면 낭도리1058,안일초등학교여산분교장,20120401.0
29868,전남,전라남도 고흥군 남양면와야길 17,망주초등학교,20120401.0
29874,전남,전라남도 고흥군 봉래면 교동길17번지,봉래초등학교봉래남분교장,20120401.0
30091,전남,전라남도 진도군 조도면 관매도리 457(전남 진도군 조도면 관대도길 93),조도초등학교관매분교장,20120401.0
30101,전남,전라남도 신안군 지도읍동천길 176-48,지도초등학교동천분교장,20120401.0
30132,전남,전라남도 신안군 하의면장병도길 70,하의초등학교장병분교장,20120401.0
30133,전남,전라남도 신안군 신의면 기도길6-11,신의초등학교기도분교장,20120401.0
30353,경북,경북 구미시 선산읍 김선로619번지,예산초등학교,20120401.0
30378,경북,경상북도 영주시 봉현면 테라피로521번길,봉현서부초등학교,20120401.0
30402,경북,경북 영천시 한방로273-6,영천남부초등학교,20120401.0
30449,경북,경상북도 상주시 화서면 문장로288번지(하송리 58),화령초등학교송계분교장,20120401.0
30504,경북,경상북도 군위군 부계면 한밤8길 2대율초등학교,대율초등학교,20120401.0
30506,경북,경북 군위군 산성면 화본1길5,산성초등학교,20120401.0
30554,경북,경상북도 영덕군 영덕읍야성길 15,야성초등학교,20120401.0
30569,경북,경상북도 청도군 매전면 청매로1288,매전초등학교,20120401.0
30604,경북,경상북도 성주군 수륜면 오천리280번지,지사초등학교,20120401.0
30641,경북,경상북도 봉화군 물야면월계길 321,물야초등학교개단분교장,20120401.0
30684,경북,경상북도 울릉군 서면 태하길130,남양초등학교태하분교장,20120401.0
30747,경남,경상남도 창원시 진해구 수도동40-1,웅천초등학교수도분교장,20120401.0
30842,경남,경상남도 통영시 사량면 돈지길86-4,사량초등학교돈지분교장,20120401.0
30843,경남,경상남도 통영시 사량면 능양윗길79,사량초등학교양지분교장,20120401.0
30844,경남,경상남도 통영시 사량면 하도일주로261-38,사량초등학교읍덕분교장,20120401.0
30851,경남,경상남도 통영시 욕지면 노대리 상리길 35-4666-3,원량초등학교노대분교장,20120401.0
30866,경남,경상남도 통영시 한산면 용호리호두1길 351,한산초등학교용호분교장,20120401.0
30867,경남,경상남도 통영시 한산면 비진리내항길 42,한산초등학교비진분교장,20120401.0
30870,경남,경상남도 사천시 곤명면  봉명로493(봉계리 848-3),곤명초등학교(통폐합),20120401.0
30885,경남,경상남도 사천시 용현면 통양 1길53(사천시 용현면 통양리 108번지),선진초등학교,20120401.0
31025,경남,경상남도 함안군 법수면장백로 675,관동초등학교,20120401.0
31097,경남,경상남도 고성군 하일면 춘암4길1(춘암리 401-2번지),하일초등학교장춘분교장,20120401.0
32134,부산,부산광역시 강서구 성북동   175(대항동),천가초등학교대항분교장,20130401.0
33059,울산,울산광역시 울주군 상북면 이천리377,길천초등학교이천분교,20130401.0
33536,경기,경기도 용인시 처인구 원삼면 두창리복분로 29,원삼초등학교두창분교장,20130401.0
33713,경기,경기도 화성시 동탄면 신리317-1,동탄초등학교신리분교장(폐교),20130401.0
34580,강원,강원 홍천군 북방면 성동리9-4,화계초등학교성동분교장,20130401.0
34664,강원,강원도 정선군 여량면 구절리276-1 번지,여량초등학교구절분교장,20130401.0
34669,강원,강원도 정선군 신동읍 고성리812 번지,예미초등학교고성분교장,20130401.0
34672,강원,강원도 정선군 사북읍 사북1리270번지,사음초등학교,20130401.0
34673,강원,강원 정선군 임계면 가목리107,임계초등학교군대분교장,20130401.0
34836,충북,충청북도 충주시 노은면 안락리감노로 1055,노은초등학교수상분교장,20130401.0
34976,충북,충청북도 진천군 덕산면 산수리산삼로 46,진천삼수초등학교매산분교장,20130401.0
34996,충북,충청북도 괴산군 사리면 모래재로941,보광초등학교화곡분교장,20130401.0
35357,충남,충청남도 홍성군 광천읍 광천리9,광신초등학교,20130401.0
35422,충남,충청남도 태안군 소원면 파도리198,파도초등학교,20130401.0
35429,충남,충청남도 당진시 면천면 자개리622-1,남산초등학교,20130401.0
35961,전남,전라남도 여수시 소경도 1길40-5번지(경호동 783-3번지),경호초등학교소경분교장,20130401.0
35977,전남,전라남도 여수시 돌산읍상하동길 174,백초초등학교우두분교장,20130401.0
36042,전남,전라남도 나주시 산포면 덕례리(산포면 덕례리 296),산포초등학교덕례분교장,20130401.0
36090,전남,전라남도 담양군 봉산면 양지리135-1,봉산초등학교양지분교장,20130401.0
36169,전남,전라남도 화순군 이양면 금능리80-2,이양초등학교금능분교장,20130401.0
36231,전남,전라남도 영암군 시종면금지리 1086,시종초등학교종남분교장,20130401.0
36290,전남,전라남도 영광군 염산면 야월리300번지,염산초등학교야월분교장,20130401.0
36291,전남,전라남도 영광군 염산면옥실리 158,송흥초등학교,20130401.0
36293,전남,전라남도 영광군 법성면 신장리868,법성포초등학교진량분교장,20130401.0
36351,전남,전라남도 진도군 의신면 송정리554,의신초등학교명금분교장,20130401.0
36403,경북,경상북도 포항시 남구 동해면 흥환리359,동해초등학교흥환분교장,20130401.0
36484,경북,경북 경주시 안강읍 육통리543-3번지,안강북부초등학교,20130401.0
36510,경북,경상북도 김천시 감문면 태촌리115,곡송초등학교,20130401.0
36536,경북,경상북도 김천시 아포읍 지리376번지,지동초등학교,20130401.0
36619,경북,경상북도 구미시 해평면 산양리57-1,해평초등학교향산분교장,20130401.0
36663,경북,경상북도 상주시 공성면 금계리33,공서초등학교,20130401.0
36679,경북,경상북도 상주시 외남면 신촌리467,외남초등학교삼남분교장,20130401.0
36775,경북,경북 의성군 춘산면 사미리331번지,춘산초등학교효선분교장,20130401.0
36776,경북,경상북도 청송군 부남면 대전리14,대전초등학교,20130401.0
36825,경북,경상북도 고령군 쌍림면 백산리3184,백산초등학교,20130401.0
36828,경북,경상북도 고령군 우곡면 도진리270,우곡초등학교도진분교장,20130401.0
36880,경북,경상북도 봉화군 명호면 북곡리1309,명호초등학교북곡분교장,20130401.0
37110,경남,경상남도 사천시 늑도동37-21(사천시 늑도동587),삼천포초등학교신도분교장,20130401.0
37203,경남,경상남도 밀양시 하남읍 대사리242-2,수산초등학교하남대사분교장,20130401.0
40240,경기,경기도 양평군 서종면 명덕길 10(서종면.서종초등학교정배분교),서종초등학교정배분교장(폐교),20140401.0
40671,강원,강원도 원주시 문막읍 내신동1길 60-39(문막읍),문막초등학교취병분교장,20140401.0
40841,강원,강원 홍천군 두촌면 철정여내길 2(두촌면.철정초등학교),철정초등학교,20140401.0
40876,강원,강원도 영월군 영월읍 동강로 1488-23(영월읍.봉래초문산분교),봉래초등학교문산분교장,20140401.0
41182,충북,충청북도 옥천군 이원면 이원로 443(이원면.관공서(대성초등학교)),대성초등학교,20140401.0
41600,충남,충청남도 홍성군 광천읍 광천로 169(광천읍.광남초등학교),광남초등학교,20140401.0
41602,충남,충청남도 홍성군 광천읍 홍남동로 161(광천읍.대평초등학교),대평초등학교,20140401.0
41675,충남,충청남도 당진시 대호지면 대호로 470(대호지면.유치원),도성초등학교,20140401.0
42242,전남,전라남도 순천시 황전면 삽재팔동길 150(황전면.황전북초등학교),황전초등학교대치분교장,20140401.0
42263,전남,전라남도 순천시 낙안면 창녕길 7(낙안면.낙안초등학교창녕분교장),낙안초등학교창녕분교장,20140401.0
42312,전남,전라남도 광양시 진월면 대리동백길 5(진월면.진월북초등학교),진월초등학교월길분교장,20140401.0
42456,전남,전라남도 해남군 문내면 문내화원로 541(문내면.문내초등학교),문내초등학교,20140401.0
42457,전남,전라남도 해남군 문내면 신창길 36(문내면.문내동초등학교),문내동초등학교,20140401.0
42463,전남,전라남도 해남군 문내면 증도길 31. 우수영초등학교중화분교장,우수영초등학교중화분교장,20140401.0
42575,전남,전라남도 진도군 의신면 진도대로 1661(의신면.의동초등학교),의동초등학교,20140401.0
42631,경북,경상북도 포항시 남구 구룡포읍 동해안로4287번길 6. 6 (구룡포읍.구룡포초등학교),구룡포초등학교구남분교장,20140401.0
42693,경북,경상북도 경주시 강동면 단구안계길 62-1(강동면)62-1,강동초등학교단구분교장,20140401.0
42922,경북,경상북도 상주시 이안면 이안2길 3(이안면.함창초등학교숭덕분교장),함창초등학교숭덕분교장,20140401.0
42988,경북,경상북도 의성군 단북면 중련길 22-8(단북면),단북초등학교,20140401.0
43215,경남,경상남도 창원시 진해구 연도로 6(연도동),웅천초등학교연도분교장,20140401.0
43311,경남,경상남도 통영시 욕지면 두미남부길 84-2(욕지면.원량초등학교두남분교),원량초등학교두남분교장,20140401.0
43317,경남,경상남도 통영시 용남면 지도해안로 303(용남면.원평초교지도분교),원평초등학교지도분교장,20140401.0
43384,경남,경상남도 김해시 한림면 김해대로 1439-11(한림면.신천초등학교),신천초등학교,20140401.0
43410,경남,경상남도 밀양시 하남읍 백산로 292-10(하남읍.백산초등학교),백산초등학교,20140401.0
43889,서울,서울특별시 은평구 백련산로14길 20-11 (응암동.서울특별시립소년의집),알로이시오초등학교,20150401.0
43951,서울,서울특별시 금천구 독산로50길 60 (시흥동.흥일초등학교),서울흥일초등학교,20150401.0
44197,서울,서울특별시 강서구 양천로55길 22 (가양동.공진초등학교),서울공진초등학교공진분교장,20150401.0
44604,부산,부산광역시 강서구 세산길 89 (미음동.세산초등학교),세산초등학교,20150401.0
44919,인천,인천광역시 옹진군 영흥면 선재로34번길 197 (영흥면.영흥초등학교선재분교),영흥초등학교선재분교장,20150401.0
46809,경기,경기도 포천시 창수면 창동로 115 . 보장초등학교 (창수면.보장초등학교),보장초등학교,20150401.0
47019,강원,강원도 태백시 태백로 368 (화전동.화전초등학교),화전초등학교,20150401.0
47094,강원,강원도 홍천군 홍천읍 와동로219번길 24 주봉초등학교와동분교장,주봉초등학교와동분교장,20150401.0
47834,충남,충청남도 서천군 장항읍 유부도길 43 (장항읍),송림초등학교유부도분교장,20150401.0
47870,충남,충청남도 홍성군 장곡면 장곡길434번길 19 (장곡면.장곡초등학교오서분교장),장곡초등학교오서분교장,20150401.0
47876,충남,충청남도 홍성군 갈산면 갈산서길475번길 14 (갈산면.광성초등학교),광성초등학교,20150401.0
48466,전남,전라남도 여수시 남면 횡간해안길 94-8 (남면.화태초등학교여동분교장),화태초등학교여동분교장,20150401.0
48646,전남,전라남도 보성군 벌교읍 장호길 14 . 벌교초등학교제석분교 (벌교읍.관사),벌교초등학교제석분교장,20150401.0
48958,경북,경상북도 경주시 양남면 화림길 7-3 (양남면.양남초등학교상계분교장),양남초등학교상계분교장,20150401.0
49008,경북,경상북도 김천시 아포읍 대신길 103 (아포읍.대신초등학교),대신초등학교,20150401.0
49268,경북,경상북도 영양군 청기면 재일로 1383-23 . 일월초등학교청북분교장 (청기면),일월초등학교청북분교장,20150401.0
49272,경북,경상북도 영덕군 영덕읍 창포길 2-11 (영덕읍.영덕초등학교창포분교장),영덕야성초등학교창포분교장,20150401.0
49286,경북,경상북도 청도군 금천면 동곡1길 11-5 (금천면.동곡초등학교),동곡초등학교,20150401.0
49288,경북,경상북도 청도군 금천면 청려로 4649 (금천면.방지초등학교),방지초등학교,20150401.0
49364,경북,경상북도 봉화군 소천면 남회룡로 777 . 소천초등학교남회룡분교 (소천면),소천초등학교남회룡분교장,20150401.0
49424,경남,경상남도 창원시 진해구 명동로 93 (명동.명동초등학교),웅천초등학교명동분교장,20150401.0
51047,대구,대구광역시 북구 3공단로14길 31 .  삼영초등학교 (노원동3가),대구삼영초등학교,20160401.0
51792,울산,울산광역시 울주군 상북면 석남로 832 . 궁근정초등학교 (상북면),궁근정초등학교,20160401.0
51793,울산,울산광역시 울주군 상북면 명촌길천로 341 . 길천초등학교 (상북면),길천초등학교,20160401.0
51843,울산,울산광역시 울주군 상북면 상북로 162 . 향산초등학교 (상북면),향산초등학교,20160401.0
53194,강원,강원도 원주시 귀래면 고청길 9 . 귀래초등학교귀운분교장 (귀래면),귀래초등학교귀운분교장,20160401.0
53331,강원,강원도 삼척시 노곡면 노곡로 13-27 . 노곡분교 (노곡면),근덕초등학교노곡분교장,20160401.0
53333,강원,강원도 삼척시 노곡면 문의재로 2522 . 마읍분교 (노곡면),근덕초등학교마읍분교장,20160401.0
53370,강원,강원도 홍천군 서석면 행치령로 801-4 (서석면),서석초등학교항곡분교장,20160401.0
53388,강원,강원도 횡성군 갑천면 외갑천로 301 (갑천면.당평초등학교),횡성초등학교당평분교장,20160401.0
53389,강원,강원도 횡성군 둔내면 경강로 5353 (둔내면) 둔내초등학교 덕성분교,둔내초등학교덕성분교장,20160401.0
53437,강원,강원도 평창군 평창읍 둥지버들길 138 (평창읍),약수초등학교,20160401.0
53533,강원,강원도 고성군 거진읍 송용길 12 (거진읍),거진초등학교송정분교장,20160401.0
53994,충남,충청남도 서산시 대산읍 웅도1길 82 (대산읍),대산초등학교웅도분교장,20160401.0
54052,충남,충청남도 논산시 양촌면 황산벌로 436 . 43-4 (양촌면),동산초등학교,20160401.0
54903,전남,전라남도 고흥군 점암면 화전2길 5 . 점암초등학교화계분교장 (점암면),점암초등학교화계분교장,20160401.0
55009,전남,전라남도 영암군 도포면 영호길 89 . 도포초등학교영농분교장 (도포면),도포초등학교영농분교장,20160401.0
55045,전남,전라남도 영광군 백수읍 성지로 882 (백수읍),백수초등학교백수동분교장,20160401.0
55047,전남,전라남도 영광군 백수읍 상사길 25 (백수읍),백수남초등학교,20160401.0
55190,경북,경상북도 포항시 북구 청하면 사방공원길 27 (청하면.청하초등학교),청하초등학교청하남부분교장,20160401.0
55328,경북,경상북도 안동시 풍천면 가일선원길 73 (풍천면.초등학교),풍서초등학교,20160401.0
55329,경북,경상북도 안동시 풍천면 봉호로 3626 . 풍천초등학교 (풍천면),풍천초등학교,20160401.0
55544,경북,경상북도 영덕군 영덕읍 매정길 235 (영덕읍),영덕야성초등학교매정분교장,20160401.0
55626,경북,경상북도 봉화군 물야면 두문로 370 (물야면),물야초등학교수식분교장,20160401.0
56012,경남,경상남도 함안군 칠북면 단내로 57 (칠북면),칠북초등학교,20160401.0
57128,부산,부산광역시 강서구 제도로 434 (강동동.삼광초등학교),삼광초등학교,20170401.0
57132,부산,부산광역시 강서구 가락대로 230-72 . 송정초등학교 (송정동),송정초등학교(폐교),20170401.0
57307,대구,대구광역시 북구 대동로1길 40 (산격동.대구대동초등학교),대구대동초등학교,20170401.0
58184,경기,경기도 수원시 팔달구 신풍로 15 . (신풍초. 신풍초등학교) (신풍동),신풍초등학교신풍분교장,20170401.0
58974,경기,경기도 이천시 부발읍 두무재로 79 . 21-22 (부발읍),부발초등학교백록분교장,20170401.0
59049,경기,경기도 여주시 북내면 주암길 14 (북내면),북내초등학교주암분교장,20170401.0
59434,경기,경기도 연천군 연천읍 현문로 459 (연천읍),연천초등학교고문분교장,20170401.0
59644,강원,강원도 삼척시 하장면 오두재로 166 (하장면),하장초등학교역둔분교장,20170401.0
59649,강원,강원도 홍천군 북방면 노일로38번길 31 . (북방면. 화계초등학교노일분교장) (북방면),화계초등학교노일분교장,20170401.0
59653,강원,강원도 홍천군 동면 공작산로 1220 (동면),속초초등학교노천분교장,20170401.0
59811,강원,강원도 인제군 인제읍 한석산로 1654 (인제읍),인제초등학교가리산분교장,20170401.0
60065,충북,충청북도 괴산군 불정면 동추산길 1 . 추산초등학교 (불정면),추산초등학교,20170401.0
60199,충남,충청남도 공주시 이인면 검바위로 540 . 주봉초등학교 (이인면),주봉초등학교,20170401.0
60438,충남,충청남도 홍성군 장곡면 무한로 1115 (장곡면),장곡초등학교반계분교장,20170401.0
60626,전북,전라북도 군산시 내초안길 21-12 (내초동),해성초등학교내초분교장,20170401.0
61146,전남,전라남도 광양시 진상면 신황길 126 (진상면),진상초등학교황죽분교장,20170401.0
61220,전남,전라남도 보성군 웅치면 일림로 1013 . 웅치초등학교 (웅치면),웅치초등학교,20170401.0
61441,전남,전라남도 신안군 안좌면 방월길 22-2 . 안좌초등학교반월분교장 (안좌면),안좌초등학교반월분교장,20170401.0
61510,경북,경상북도 포항시 남구 지곡로 25 . 포항제철서초등학교 (효자동),포항제철서초등학교,20170401.0
61557,경북,경상북도 경주시 천북면 물천안길 31 (천북면),천북초등학교물천분교장,20170401.0
61715,경북,경상북도 상주시 낙동면 선상서로 1587 . 용포분교 (낙동면),낙동초등학교용포분교장,20170401.0
61873,경북,경상북도 성주군 선남면 선노로 678 (선남면),도원초등학교선남동부분교장,20170401.0
61918,경북,경상북도 봉화군 물야면 문수로 483 (물야면),물야초등학교북지분교장,20170401.0
61943,경북,경상북도 울진군 금강송면 회룡천1길 26-5 (금강송면),삼근초등학교광회분교장,20170401.0
63308,부산,부산광역시 동구 증산서로 8. 좌천초등학교 (좌천동),좌천초등학교,20180401.0
63374,부산,부산광역시 금정구 금사로 217(회동동.회동초등학교),회동초등학교,20180401.0
63398,부산,부산광역시 강서구 공항로811번길 46(대저2동),대저중앙초등학교,20180401.0
65338,경기,경기도 안성시 원곡면 통심길 8(원곡면),원곡초등학교성은분교장,20180401.0
65754,경기,경기도 연천군 전곡읍 첫마을길 17(전곡읍. 전곡초등학교적동분교장),전곡초등학교적동분교장,20180401.0
65943,강원,강원도 삼척시 근덕면 방재로 16. 동막분교 (근덕면),근덕초등학교동막분교장,20180401.0
65991,강원,강원도 횡성군 갑천면 갑천로 605(갑천면. 금성분교),갑천초등학교금성분교장,20180401.0
66015,강원,강원도 영월군 북면 삼방산길 53-14. 마차초교연덕분교 (북면),마차초등학교연덕분교장,20180401.0
66235,충북,충청북도 충주시 중앙탑면 첨단산업로 670(중앙탑면),중앙탑초등학교,20180401.0
66314,충북,충청북도 보은군 속리산면 삼가구병길 9(속리산면),수정초등학교삼가분교장,20180401.0
66330,충북,충청북도 영동군 양강면 학산영동로 495. 미봉초등학교 (양강면),미봉초등학교,20180401.0
66413,충북,충청북도 단양군 대강면 온천로 719-7. 대강초등학교 장정분교장 (대강면),대강초등학교장정분교장,20180401.0
66546,충남,충청남도 보령시 대해로 646(신흑동),청룡초등학교고대분교장,20180401.0
66699,충남,충청남도 부여군 세도면 인세로 40-3. 인세초등학교 (세도면),인세초등학교,20180401.0
66968,전북,전라북도 익산시 성당면 성당로 649(성당면),금성초등학교,20180401.0
67339,전남,전라남도 여수시 삼산면 대동길 30(삼산면),초도초등학교,20180401.0
67582,전남,전라남도 해남군 화산면 사포길 10. 화산남초등학교 (화산면),화산남초등학교,20180401.0
67601,전남,전라남도 해남군 산이면 금호길 98(산이면),산이서초등학교금호분교장,20180401.0
67637,전남,전라남도 무안군 현경면 해운동길 25(현경면.현경초등학교해운분교장),현경초등학교해운분교장,20180401.0
68161,경북,경상북도 청도군 운문면 운문로 1558(운문면),금천초등학교문명분교장,20180401.0
68178,경북,경상북도 성주군 금수면 성주로 587-4(금수면),가천초등학교무학분교장,20180401.0
68420,경남,경상남도 진주시 대평면 한들길 65(대평면),한평초등학교,20180401.0
